GeneId,HC_RNA_S153,IBM-Neg_S152,IBM-Pos_S151,UT_RNA_S154
ICAM2,0,36,22,1
ERN1,1889,1058,1738,946
SNHG25,55,89,53,26
TEX2,2647,2450,1760,1375
PECAM1,0,447,187,16
MILR1,85,351,448,34
POLG2,275,490,414,73
DDX5,105763,60123,91461,54938
CEP95,1090,219,261,35
SMURF2,7531,3267,5772,3116
LRRC37A3,159,57,76,3
AC103810.2,829,2,0,0
AC103810.5,1,0,0,0
AC037487.1,0,0,0,0
GNA13,471,2012,2484,408
AC037487.2,0,0,1,0
RGS9,157,286,399,0
LINC02563,0,0,0,0
AXIN2,55,28,19,0
AC004805.1,0,0,0,0
CEP112,225,321,437,162
APOH,0,0,0,0
PRKCA,446,547,351,117
PRKCA-AS1,0,0,0,0
CACNG5,0,0,0,0
CACNG4,0,0,0,0
AC005544.1,0,0,0,0
AC005544.2,0,0,0,0
CACNG1,636,155,1,0
HELZ,1826,995,1930,1028
AC007448.2,4,0,0,0
AC007448.3,0,0,0,0
PSMD12,5567,3465,3157,1762
PITPNC1,2,1040,21,1
NOL11,1647,1403,1772,6
BPTF,3707,1480,1302,686
AC134407.1,0,0,0,0
C17orf58,1133,1471,142,1
KPNA2,4399,3131,5542,403
AC145343.1,0,0,0,0
AC005332.7,804,2365,4097,2109
AC005332.4,0,80,4,79
AC005332.6,0,13,61,0
AC005332.8,0,0,0,0
AC005332.3,0,0,1,0
AC005332.5,0,3,1,0
AC005332.1,0,62,0,0
AMZ2,3211,1679,620,223
ARSG,188,478,238,583
SLC16A6,854,541,487,2576
WIPI1,1927,393,587,404
PRKAR1A,12074,9878,13987,7355
FAM20A,548,2877,1522,547
AC079210.1,0,0,0,0
LINC01482,6,13,16,126
AC011591.1,0,0,0,0
ABCA8,265,429,586,1
ABCA9-AS1,0,1,0,0
ABCA9,34,736,271,419
ABCA6,434,750,169,1056
ABCA10,86,22,0,0
ABCA5,5,351,218,456
MAP2K6,3,79,0,0
AC002546.1,0,0,0,0
LINC01483,0,14,129,0
LINC01497,0,0,23,0
AC005208.1,0,0,0,0
LINC01028,0,0,0,0
KCNJ16,0,0,0,0
KCNJ2-AS1,6,8,54,0
KCNJ2,6965,1183,2832,2431
AC011990.1,0,0,0,0
AC007423.1,0,0,0,0
CASC17,0,0,0,0
AC118653.1,0,0,0,0
AC005144.1,0,0,0,0
ROCR,0,0,0,0
LINC01152,0,0,1,0
LINC02097,0,0,0,0
SOX9,829,612,606,108
LINC00511,782,327,499,800
LINC02003,0,0,0,0
AC007639.1,0,1,0,0
AC080037.1,0,0,0,0
SLC39A11,1071,1392,802,874
AC011120.1,0,0,0,0
SSTR2,234,4,7,593
COG1,548,249,6,44
AC097641.2,0,0,0,0
FAM104A,75,19,97,221
C17orf80,535,313,129,0
CPSF4L,0,0,0,0
CDC42EP4,73,135,208,350
SDK2,0,0,0,0
AC124804.1,0,0,0,0
AC032019.1,0,0,0,0
AC032019.2,0,0,0,0
AC125421.1,0,0,0,0
LINC00469,0,0,0,0
LINC02092,0,0,0,0
AC125421.2,0,0,0,0
AC137735.1,0,0,0,0
LINC02074,0,0,0,0
RPL38,9448,13722,15362,7354
AC100786.1,0,0,0,0
TTYH2,0,0,0,0
AC100786.2,0,0,0,0
DNAI2,0,0,0,0
AC103809.1,0,0,0,0
KIF19,0,0,0,0
BTBD17,0,0,0,0
GPR142,0,0,0,0
GPRC5C,0,4,1,0
CD300A,0,0,0,0
CD300LB,0,0,0,0
CD300C,0,0,0,0
CD300LD,0,0,0,0
C17orf77,0,0,0,0
AC064805.1,0,0,0,0
CD300E,0,0,0,0
RAB37,0,0,0,0
AC064805.2,0,0,0,0
CD300LF,0,0,0,0
AC016888.1,0,0,0,0
SLC9A3R1,481,76,209,503
NAT9,899,1720,1111,1182
TMEM104,1595,853,1000,2
GRIN2C,0,3,0,0
FDXR,319,422,205,7
FADS6,0,5,0,0
USH1G,0,0,0,0
OTOP2,0,0,0,0
OTOP3,0,0,0,0
HID1,0,0,0,0
HID1-AS1,0,0,0,0
CDR2L,1617,915,960,109
MRPL58,3199,2441,1784,2342
KCTD2,301,1525,1187,219
ATP5PD,4289,5033,4584,1766
SLC16A5,0,22,0,0
ARMC7,0,5,92,0
NT5C,446,477,293,393
JPT1,1353,1065,1850,803
SUMO2,541,2363,2418,412
NUP85,0,567,394,846
GGA3,29,602,540,102
MRPS7,159,1936,2325,543
MIF4GD,0,227,2,332
AC022211.2,698,0,14,0
SLC25A19,0,0,0,0
GRB2,1895,2165,1459,1446
AC011933.4,0,0,0,0
AC011933.3,0,0,0,0
TMEM94,1542,418,434,257
CASKIN2,166,59,166,19
TSEN54,132,104,5,0
LLGL2,0,0,0,0
MYO15B,1,0,5,1292
RECQL5,0,17,495,0
SMIM5,0,0,0,0
SMIM6,0,0,0,0
SAP30BP,76,595,453,669
AC087749.2,0,0,0,0
AC087749.1,0,0,0,0
ITGB4,0,10,11,0
GALK1,980,1019,3538,847
H3F3B,19192,17806,17444,11600
UNK,45,706,189,1
AC087289.1,0,0,0,0
UNC13D,148,38,0,113
WBP2,1691,1577,1599,251
TRIM47,10,444,226,0
AC087289.5,0,0,0,82
TRIM65,597,290,576,363
AC087289.2,0,0,0,0
MRPL38,2,0,5,0
AC087289.3,0,0,0,0
FBF1,1,1,12,50
ACOX1,3668,3100,3791,2092
AC087289.4,0,0,0,0
TEN1,1972,1406,233,314
CDK3,1,44,118,1543
EVPL,0,0,0,0
SRP68,1940,2324,2919,2184
ZACN,46,14,23,8
GALR2,0,0,0,0
EXOC7,359,736,1318,768
FOXJ1,0,0,0,0
RNF157-AS1,0,0,0,0
RNF157,0,2,17,1
UBALD2,107,60,17,4
QRICH2,3,0,2,4
PRPSAP1,1191,2573,811,1575
SPHK1,2627,3628,2358,3206
UBE2O,161,407,451,184
AANAT,0,0,0,0
RHBDF2,4,44,57,0
CYGB,3440,1590,1201,687
PRCD,1179,198,3,403
AC015802.4,0,0,0,0
AC015802.6,4240,3498,3314,3775
ST6GALNAC2,0,0,0,0
AC015802.1,0,0,0,0
ST6GALNAC1,0,0,0,0
AC005837.1,1,2,233,4
MXRA7,12928,13451,11425,17328
AC005837.3,0,0,5,0
JMJD6,2404,1281,1108,894
METTL23,1378,2136,2463,1052
AC005837.2,0,0,0,0
SRSF2,1347,1427,2185,1013
MFSD11,1591,822,1228,0
LINC02080,2,0,0,0
LINC00868,0,0,0,0
MGAT5B,0,0,0,0
AC016168.1,0,0,0,0
SEC14L1,147,346,535,190
AC068594.1,0,0,0,0
AC068594.2,0,0,0,0
SEPT9,7013,2925,3695,2076
AC111182.1,1,0,0,0
AC111170.1,0,0,0,0
AC021683.3,0,0,1,0
AC021683.2,0,0,0,0
AC021683.1,0,0,0,0
LINC01987,0,0,0,0
LINC01973,0,0,0,0
TNRC6C,317,388,813,482
TMC6,465,21,0,0
TMC8,0,0,0,0
C17orf99,0,0,1,1
SYNGR2,5,199,130,356
TK1,432,360,499,0
AFMID,5175,6016,6912,3247
BIRC5,3206,2737,2124,1
TMEM235,0,0,0,0
AC087645.4,0,0,0,0
LINC01993,1,2,1,0
AC087645.2,7,1,2,2
SOCS3,1875,353,1125,225
AC061992.1,1,0,0,362
PGS1,194,1032,520,1678
DNAH17,0,0,0,0
LINC02081,0,0,0,0
CYTH1,1,436,1331,11
USP36,1757,297,1189,405
TIMP2,19014,11869,17951,10321
AC022966.1,0,0,0,0
CEP295NL,97,0,0,0
AC100788.1,0,3,0,0
LGALS3BP,2516,1380,2375,1398
CANT1,3478,1658,2215,3105
C1QTNF1-AS1,0,0,0,0
C1QTNF1,245,173,125,17
ENGASE,49,361,757,116
RBFOX3,5,0,0,0
AC021534.1,0,0,0,0
LINC02078,0,0,0,0
ENPP7,0,0,0,0
CBX2,0,0,0,0
CBX8,49,17,13,75
AC100791.2,0,0,0,0
LINC01977,0,0,0,0
CBX4,1,215,1,2
AC100791.1,0,0,0,0
LINC01979,0,0,0,0
LINC01978,137,0,1,1
TBC1D16,4599,3831,5784,4307
AC100791.3,0,0,0,0
AC116025.1,0,0,0,0
CCDC40,0,16,2,0
GAA,2742,1615,1969,3610
EIF4A3,5335,4657,4175,1151
AC087741.2,0,0,0,0
CARD14,1,0,0,0
AC087741.1,603,1,7,2088
SGSH,2184,769,389,376
SLC26A11,218,8,201,257
RNF213,7551,3131,4829,5521
AC124319.3,0,0,0,0
AC124319.2,0,0,1,0
ENDOV,1,571,324,226
AC120024.1,0,0,0,0
NPTX1,3484,932,773,2603
RPTOR,46,31,6,1662
AC016245.1,0,354,0,0
AC127496.3,0,0,0,0
AC127496.4,0,0,0,0
AC127496.1,0,55,1,0
CHMP6,0,12,2,255
AC127496.6,0,0,0,0
AC127496.5,0,0,0,0
AC127496.2,0,0,0,0
BAIAP2-DT,595,163,86,126
BAIAP2,226,436,447,264
AATK,0,0,0,0
AC115099.1,0,0,0,0
PVALEF,0,0,0,0
CEP131,595,14,49,1
AC027601.2,0,0,0,0
TEPSIN,399,63,125,2
AC027601.1,0,0,0,0
NDUFAF8,1788,1455,1728,92
SLC38A10,7846,5545,6977,13437
AC027601.4,0,0,0,0
LINC00482,0,0,0,0
TMEM105,0,0,0,0
AC027601.3,0,0,0,0
AC110285.6,0,2,0,0
AC110285.3,0,0,0,0
AC110285.1,0,1,0,0
AC110285.5,0,0,0,0
AC110285.2,0,0,0,0
BAHCC1,15,24,208,1
AC110285.4,0,0,0,0
LINC01971,0,0,25,0
ACTG1,126740,66975,79002,55582
AC139149.1,0,0,0,0
FSCN2,0,0,10,0
FAAP100,1542,972,1173,293
NPLOC4,8252,5255,8719,6780
TSPAN10,135,15,6,6
PDE6G,0,6,0,0
OXLD1,905,639,514,382
CCDC137,298,1157,886,1144
ARL16,190,206,581,471
HGS,82,347,30,29
AC139530.3,0,0,0,0
AC139530.1,3,71,12,0
MRPL12,106,302,148,109
AC139530.2,0,0,0,0
SLC25A10,0,36,990,4
GCGR,0,0,0,0
MCRIP1,1309,2515,1812,810
PPP1R27,0,0,0,0
P4HB,14941,9903,15547,13761
AC145207.3,0,0,0,0
ARHGDIA,78,88,47,14
AC145207.2,0,0,0,0
AC145207.5,24,560,57,3
AC145207.6,0,0,0,0
ALYREF,534,1417,2074,463
ANAPC11,4695,3702,3746,2735
NPB,0,1,2,0
PCYT2,2025,1059,3404,1672
SIRT7,336,369,1113,0
MAFG,2754,1214,854,531
AC145207.8,0,0,0,0
MAFG-DT,0,23,118,1
PYCR1,1692,480,1643,23
AC145207.4,0,0,0,0
MYADML2,0,247,0,0
AC145207.1,0,0,0,0
NOTUM,4,5,89,0
AC145207.7,0,0,0,0
ASPSCR1,1604,197,1453,94
CENPX,1730,3548,4184,2365
LRRC45,183,69,664,56
RAC3,10,3,7,2
DCXR,0,519,385,8
AC137723.1,0,0,0,0
RFNG,13,274,16,358
GPS1,371,535,156,2040
DUS1L,631,528,831,434
FASN,150,343,675,863
CCDC57,432,376,292,73
AC129510.1,5,0,0,0
AC129510.2,0,40,0,0
AC132872.2,0,0,0,0
SLC16A3,2147,1938,1958,2120
CSNK1D,2885,2095,1669,1566
AC132872.3,0,0,1,0
LINC01970,2,0,0,0
AC132872.1,9,2,415,0
CD7,0,0,0,0
SECTM1,1700,2945,4527,2252
TEX19,0,0,0,0
UTS2R,1,0,0,0
AC132938.1,0,0,0,0
OGFOD3,843,589,1486,1671
HEXDC,2,231,854,40
CYBC1,940,479,1086,74
AC132938.3,0,0,0,0
NARF,869,538,1156,1345
NARF-AS1,0,0,0,0
FOXK2,3402,845,1830,422
AC124283.2,0,0,0,0
AC124283.1,0,0,0,0
WDR45B,4795,6653,4139,7167
RAB40B,0,594,143,62
AC024361.2,0,0,0,0
FN3KRP,2238,2012,1954,1077
AC024361.3,0,0,0,0
FN3K,0,1,0,0
TBCD,566,836,1170,1
AC068014.1,0,0,0,0
ZNF750,0,0,0,0
AC087222.1,1,3,32,0
B3GNTL1,0,31,141,0
AC130371.1,0,0,0,0
METRNL,10994,6414,8449,4280
AC130371.2,0,60,0,0
AC144831.1,5160,1175,720,570
AC139099.2,0,0,0,0
AC139099.3,0,0,0,0
AC139099.1,1,31,0,0
LINC02564,0,0,0,0
AP005530.1,0,0,0,0
TUBB8P12,0,0,0,0
AP001005.3,0,0,0,0
USP14,3754,1515,2844,1087
THOC1,194,396,70,0
AP000845.1,0,0,0,0
AP000915.1,0,0,0,0
COLEC12,45,362,359,339
LINC01925,0,0,0,0
CETN1,0,0,0,0
CLUL1,0,1,3,0
AP001178.3,0,0,0,0
TYMS,3630,2308,2739,4717
ENOSF1,16,634,216,351
AP001178.2,0,0,0,0
YES1,5879,4628,928,420
AP001020.3,0,0,0,1
AP001020.1,0,0,0,0
AP000894.4,0,0,206,0
AP000894.3,0,0,0,0
ADCYAP1,0,0,0,0
LINC01904,0,0,0,0
AP005328.2,0,0,0,0
AP005328.1,0,0,0,0
LINC00470,0,0,0,0
AC008109.1,0,0,0,0
AC019183.1,0,0,0,0
AP005057.1,0,0,0,0
AP005230.1,0,0,0,0
METTL4,26,875,60,961
NDC80,1,91,572,0
SMCHD1,1648,692,1735,3865
AP001011.1,0,0,0,0
EMILIN2,2546,628,4,1
LPIN2,682,1861,1999,76
AP000919.4,0,0,0,0
AP000919.2,0,0,0,0
AP000919.3,0,0,0,0
MYOM1,1,341,19,0
AP005329.2,0,0,1,0
AP005329.3,0,0,0,0
MYL12A,15679,23874,25893,26717
AP005329.1,0,44,0,6
MYL12B,8963,11043,14878,6518
AP001025.1,0,0,0,0
LINC01895,0,0,0,0
IGLJCOR18,0,0,0,0
TGIF1,1480,1572,1516,581
GAPLINC,0,42,13,0
DLGAP1,1,137,95,27
DLGAP1-AS1,0,20,4,346
DLGAP1-AS2,0,123,0,0
AP002478.1,0,0,0,0
DLGAP1-AS3,0,0,0,0
DLGAP1-AS4,0,0,0,0
DLGAP1-AS5,0,0,0,0
AP005203.1,0,0,0,0
LINC01892,0,0,0,0
AKAIN1,0,0,0,0
AP005380.1,0,0,0,0
AP001496.2,0,0,0,0
LINC00526,0,0,0,0
LINC00667,920,1175,2410,3115
ZBTB14,396,226,567,70
AP001496.1,0,0,0,0
AP005671.1,0,0,0,0
EPB41L3,732,3010,2648,113
AP005059.2,0,0,0,0
AP005059.1,0,0,0,0
MIR3976HG,0,0,0,0
TMEM200C,0,2,0,0
AP005433.1,0,0,0,0
L3MBTL4,0,2,0,0
AP001021.1,0,0,0,0
AP001021.2,0,0,0,0
L3MBTL4-AS1,0,0,0,0
AP005202.2,0,0,0,0
LINC01387,0,0,0,0
AP005205.1,0,0,0,0
AP005205.2,0,0,0,0
ARHGAP28,3,64,233,1
AP005210.1,0,0,0,0
LINC00668,0,0,0,0
LAMA1,862,1643,682,2211
AP002409.1,0,0,0,0
AP005062.1,0,0,0,0
LRRC30,0,0,0,0
PTPRM,4958,3717,5226,1893
AP000897.2,0,0,0,0
AP001094.3,0,0,0,0
AP001094.1,0,0,0,0
RAB12,1034,998,556,517
AP001793.2,0,0,0,0
GACAT2,138,0,0,0
MTCL1,3031,706,46,118
NDUFV2,8902,8106,5445,1572
AP005899.1,267,22,20,1
NDUFV2-AS1,0,14,0,439
ANKRD12,2208,2454,1234,1624
AP001033.1,0,0,0,0
TWSG1,3860,4421,5309,1600
AP005432.2,0,0,0,0
RALBP1,34,1020,712,826
PPP4R1,3242,1028,1808,816
AP001381.1,0,2,0,0
PPP4R1-AS1,0,0,0,0
RAB31,11790,10442,14972,12832
TXNDC2,0,1,0,0
AC006238.1,0,0,0,0
VAPA,8457,6360,8727,1703
AP005271.1,0,0,0,0
AP005209.1,0,0,0,0
AP006219.1,0,0,0,0
LINC01254,0,0,0,0
APCDD1,1,2,0,0
NAPG,2673,2872,3359,288
AP001099.1,0,0,0,0
LINC01887,0,0,0,0
AP001180.2,0,0,0,0
AP001180.1,0,0,0,0
PIEZO2,2011,601,1900,2411
AP001180.4,0,0,0,0
AP005120.1,0,0,0,0
AP005229.1,0,0,0,0
AP005229.2,0,0,0,0
AP001109.1,0,0,0,0
LINC01928,0,0,0,0
LINC01255,0,0,0,0
SLC35G4,0,0,0,0
AP001120.2,0,0,0,0
AP001120.1,0,0,0,0
GNAL,0,109,105,0
AP005137.1,0,0,0,0
CHMP1B,2233,6021,3511,1204
CHMP1B-AS1,0,0,0,0
AP005137.2,0,0,0,0
MPPE1,11,93,15,0
AP001269.4,0,0,0,0
AP001269.2,0,0,0,0
IMPA2,763,658,1195,210
AP001269.1,0,0,0,0
AP001542.3,0,0,0,0
AP002414.5,0,0,0,0
ANKRD62,0,2,2,0
AP005264.4,0,0,0,0
AP005264.3,0,0,0,0
CIDEA,0,0,22,0
AP005264.1,0,0,0,0
TUBB6,5957,4030,4332,3889
AFG3L2,1741,1100,1509,2415
PRELID3A,1,404,418,5
AP001029.1,0,0,0,0
AP001029.2,0,97,0,0
SPIRE1,440,2254,2510,2166
PSMG2,9171,7480,5454,5535
CEP76,601,60,48,1
AP005482.2,0,0,0,0
AP005482.1,0,0,0,0
PTPN2,502,1083,994,57
SEH1L,3295,1123,1931,1993
AP002449.1,0,4,5,0
CEP192,29,420,871,554
AP001198.2,0,0,0,0
AP001198.1,0,1,0,0
LDLRAD4,0,2,2,4
AP002505.1,0,0,0,0
AP002439.1,0,0,0,0
LDLRAD4-AS1,0,0,0,0
AP005131.5,0,0,0,0
AP005131.2,0,0,0,0
AP005131.1,0,0,0,0
AP005131.3,0,0,0,0
AP001010.1,0,0,0,0
FAM210A,3712,1082,2863,193
RNMT,1615,969,1403,979
MC5R,0,0,0,0
MC2R,0,0,0,0
ZNF519,1,63,1,552
AC006557.1,0,0,0,0
AC006557.3,0,0,0,0
POTEC,0,0,0,0
ANKRD30B,1,0,0,0
AP006565.1,0,0,0,0
LINC01906,0,0,0,0
AP005121.1,0,0,0,0
LINC01443,2,0,0,0
LINC01444,0,0,0,53
AP005121.2,0,0,0,0
AP005242.3,0,0,0,0
AP005242.1,0,0,0,0
AP005901.2,0,0,0,0
ROCK1,2711,2320,2564,2205
AC022809.1,0,0,0,0
GREB1L,4294,4,1,45
AC015878.1,0,0,0,0
ESCO1,2178,124,258,247
SNRPD1,993,3113,1252,2923
ABHD3,0,428,1,0
AC106037.2,0,0,0,0
MIB1,1838,2830,2785,1131
MIR133A1HG,15,0,1,0
AC103987.2,0,0,0,0
LINC01900,0,0,0,0
AC091043.1,0,0,0,0
GATA6-AS1,0,18,121,0
GATA6,2172,812,904,45
AC091588.1,0,0,0,0
AC091588.3,0,0,0,0
AC091588.2,0,0,0,0
AC027449.1,0,0,0,0
CTAGE1,0,0,0,0
AC090912.1,0,0,0,0
AC090912.2,0,0,0,0
RBBP8,748,726,569,623
CABLES1,44,881,26,1843
TMEM241,1,151,20,4
AC011731.1,0,0,0,0
RIOK3,2162,2669,3205,793
RMC1,25,131,98,0
NPC1,11842,3743,5211,5270
ANKRD29,984,1301,2296,625
LAMA3,3625,386,793,370
AC010754.1,0,0,0,0
TTC39C,4530,3003,1810,470
TTC39C-AS1,0,0,0,0
AC090772.2,0,0,0,0
AC090772.1,0,0,2,0
CABYR,42,93,5,0
AC090772.3,0,0,0,0
OSBPL1A,1401,415,846,338
AC023983.1,0,3,0,0
AC023983.2,0,0,3,0
IMPACT,1549,1769,1279,858
HRH4,2,2,0,0
AC007922.1,0,0,0,0
AC007922.3,0,0,0,0
LINC01915,0,1,376,0
AC022884.1,0,0,0,0
AC018697.1,1,0,0,0
LINC01894,0,0,0,633
AC104961.1,0,0,0,0
ZNF521,640,153,230,498
AC110603.1,0,0,0,8
SS18,3332,2078,1521,1351
PSMA8,0,0,0,0
TAF4B,0,33,56,0
LINC01543,0,0,0,0
KCTD1,98,281,1072,4
AQP4-AS1,0,0,0,0
PCAT18,0,0,0,0
AC012588.1,0,0,0,0
AC018371.1,0,0,0,0
AQP4,0,0,0,0
CHST9,0,0,0,0
LINC01908,0,0,0,0
AC090403.1,0,0,0,0
AC021382.1,0,0,0,0
AC068408.1,0,0,0,0
CDH2,3949,2812,2187,1970
AC110015.1,0,0,0,0
AC023932.1,0,0,0,0
AC074237.1,0,0,0,0
AC117569.1,0,0,0,0
AC090506.1,0,0,0,0
AC016382.1,0,0,0,0
DSC3,2,0,0,0
DSC2,0,0,0,0
DSCAS,0,0,0,0
DSC1,0,0,0,0
AC012417.1,0,0,0,0
DSG1,0,0,0,0
DSG1-AS1,0,0,0,0
DSG4,0,0,0,0
DSG3,0,1,0,1
AC021549.1,0,0,0,0
DSG2,708,143,15,0
DSG2-AS1,0,0,0,0
TTR,0,0,0,0
B4GALT6,0,543,656,389
AC017100.1,0,0,0,0
SLC25A52,1,0,0,0
TRAPPC8,1385,1790,1304,24
AC022960.1,0,0,38,0
AC009831.1,285,101,1,0
RNF125,0,689,6,163
AC011825.4,0,0,0,0
RNF138,2269,1891,1379,680
AC011825.2,0,0,0,0
GAREM1,2,164,192,221
MEP1B,0,0,0,0
AC015563.2,0,1,0,0
AC021224.1,0,0,0,2
AC025887.2,0,0,0,0
AC025887.1,0,0,0,0
KLHL14,0,0,0,0
AC012123.1,0,0,0,0
AC090371.2,0,0,0,0
CCDC178,0,0,0,0
AC090371.1,0,0,0,0
AC091198.1,0,0,0,0
ASXL3,3,0,1,0
NOL4,0,0,0,0
AC104985.1,0,0,0,0
AC104985.2,0,0,0,0
DTNA,75,568,70,5
AC022601.1,0,4,138,0
AC068506.1,0,0,0,0
MAPRE2,1044,158,12,214
AC015967.1,0,0,0,0
ZNF397,1469,1265,275,198
ZSCAN30,305,239,860,1289
AC011815.2,0,0,0,0
AC011815.1,0,0,188,92
AC116447.1,0,83,0,0
ZNF24,4707,2818,3218,3699
ZNF396,0,0,0,0
AC007998.4,0,0,0,11
AC007998.3,0,0,1,0
AC007998.2,0,0,0,0
INO80C,93,883,1228,2
GALNT1,9511,19755,16815,2201
AC090229.1,0,10,13,0
AC118757.1,0,0,0,0
C18orf21,413,86,12,0
RPRD1A,1333,2394,1291,220
SLC39A6,5736,7655,8668,2239
ELP2,4575,2652,5882,1640
AC023043.1,0,0,0,0
MOCOS,2661,742,1012,157
FHOD3,32,109,15,0
TPGS2,3149,2599,845,265
KIAA1328,693,604,800,0
AC016493.1,0,0,0,0
AC015961.1,0,0,0,0
CELF4,0,0,4,0
AC015961.2,0,0,0,0
AC090386.1,0,0,0,0
AC100781.1,0,0,0,0
AC016205.1,0,0,0,0
AC011139.1,0,0,0,0
LINC01901,0,0,0,0
LINC01902,5,0,0,0
LINC01477,0,0,0,0
AC021504.1,0,0,0,0
PIK3C3,1969,1121,1836,1156
LINC00907,0,0,0,0
RIT2,0,0,0,0
SYT4,0,0,0,0
LINC01478,0,0,0,0
AC120049.1,0,0,0,0
SETBP1,3,125,44,0
AC090376.1,0,0,0,0
SLC14A2,0,1,0,0
SLC14A2-AS1,0,0,0,0
AC023421.2,0,0,0,0
SLC14A1,0,420,963,1071
SIGLEC15,5,9,0,122
EPG5,5458,2118,2252,966
PSTPIP2,19,86,405,41
ATP5F1A,24351,28536,39976,11921
HAUS1,675,1473,1285,1
C18orf25,2709,973,1668,1938
RNF165,0,0,0,0
LOXHD1,0,0,0,0
ST8SIA5,0,46,94,0
AC090241.3,0,0,0,0
PIAS2,1157,2220,2175,2554
KATNAL2,1,1,353,1
ELOA3D,0,0,0,0
ELOA3C,0,0,0,0
ELOA3B,0,0,0,0
ELOA3,0,0,0,0
ELOA2,0,0,0,0
AC012254.1,0,0,0,0
AC012254.3,317,0,0,0
HDHD2,14,1038,236,4
AC012254.2,0,0,0,0
IER3IP1,2361,2987,1225,1558
SKOR2,0,0,0,0
MIR4527HG,0,0,0,0
AC102797.1,0,0,0,0
SMAD2,4451,4842,3048,5133
AC120349.1,0,0,0,0
ZBTB7C,0,11,49,20
CTIF,1573,534,444,6
AC048380.1,0,0,0,0
AC093567.1,0,0,0,0
SMAD7,817,1580,3545,3656
AC114684.1,0,0,0,0
AC016866.1,0,0,0,0
DYM,274,2560,3598,512
AC016866.2,0,0,0,0
AC044840.1,0,0,0,0
C18orf32,260,275,165,199
RPL17-C18orf32,0,1,0,0
AC100778.3,0,0,0,2
RPL17,166,679,919,237
AC091170.1,0,0,0,0
LIPG,874,260,1335,793
AC090227.2,0,0,0,0
ACAA2,1956,3398,4323,3595
AC090227.1,0,0,0,0
SNHG22,0,6,0,0
MYO5B,0,0,0,0
CFAP53,0,0,89,0
MBD1,15,295,277,12
CXXC1,1,46,234,0
AC105227.1,0,0,0,0
SKA1,90,123,52,1
MAPK4,0,0,0,0
MRO,0,0,0,0
ME2,10,1489,1530,104
ELAC1,1029,157,553,0
AC091551.1,0,0,0,0
SMAD4,5064,2760,3559,3931
MEX3C,2066,982,1398,529
LINC01630,0,0,0,0
AC016383.1,0,0,0,0
DCC,0,0,0,0
AC103949.1,0,0,0,0
LINC01919,0,0,0,0
LINC01917,0,0,0,0
MBD2,829,1119,525,2
AC093462.1,0,0,0,0
POLI,1103,599,760,1177
STARD6,0,158,0,0
C18orf54,7,173,927,5
DYNAP,0,0,0,0
RAB27B,583,1113,1195,2
AC007673.1,0,0,0,0
AC098848.1,0,0,0,0
CCDC68,0,87,0,0
LINC01929,0,0,0,0
TCF4,10081,6899,6115,3395
TCF4-AS1,0,0,0,0
TCF4-AS2,0,0,0,0
AC022031.2,0,0,0,0
LINC01415,0,0,0,0
AC022031.1,0,0,0,0
LINC01416,0,0,0,0
AC009271.1,0,0,0,0
AC006305.1,0,0,0,0
LINC01905,0,0,0,0
AC006305.2,0,0,0,0
LINC01539,0,0,0,0
AC006305.3,0,0,0,0
TXNL1,12766,7465,8243,4913
WDR7,160,221,411,423
AC012301.1,0,0,0,0
LINC-ROR,0,0,0,0
AC100775.1,0,0,0,0
BOD1L2,0,0,0,0
LINC02565,0,0,0,0
ST8SIA3,0,0,0,0
AC090340.1,0,0,0,0
ONECUT2,0,0,0,69
FECH,2622,1308,1414,1285
AC100847.1,0,0,0,0
NARS,3263,3974,4006,894
AC027097.1,0,21,18,0
AC027097.2,0,0,0,0
ATP8B1,2838,1437,3233,990
LINC01897,0,0,0,0
NEDD4L,833,769,1433,668
AC107896.1,0,0,0,0
AC090236.1,0,0,0,0
AC105105.2,0,0,0,0
MIR122HG,0,0,0,0
AC105105.4,0,0,0,0
ALPK2,1497,173,1005,577
AC105105.1,0,0,0,18
AC104971.2,0,0,0,0
AC104971.3,0,0,0,0
MALT1,1717,2094,873,3592
AC104365.1,15,0,0,0
AC104365.3,0,0,0,0
AC104365.2,0,0,0,0
LINC01926,0,0,0,0
ZNF532,2368,1397,2607,804
AC040963.1,0,0,0,0
SEC11C,890,636,1100,537
GRP,0,0,0,0
RAX,0,0,0,0
CPLX4,0,0,0,0
LMAN1,11761,10474,17087,4570
AC016229.2,0,0,0,0
CCBE1,509,744,1140,75
AC016229.1,0,0,0,0
AC090213.1,5,0,0,0
AC010776.1,0,0,0,0
AC010776.2,0,13,0,0
AC010776.3,0,0,0,0
PMAIP1,486,5572,2650,375
AC090377.1,0,0,0,0
AC090771.2,0,0,0,0
AC090621.1,0,0,0,0
MC4R,0,0,0,0
AC113137.1,0,0,0,0
CDH20,0,3,0,0
AC090409.2,0,0,0,0
AC090409.1,0,108,333,0
AC105094.2,0,0,0,0
AC105094.1,0,0,0,0
LINC01544,0,0,0,0
RNF152,633,622,384,0
PIGN,1241,1372,697,2780
KIAA1468,1251,806,2757,244
AC027514.2,0,0,0,0
TNFRSF11A,1,2,0,0
AC100843.1,0,0,0,0
ZCCHC2,394,359,377,1272
AC064801.1,0,0,0,0
PHLPP1,0,36,139,11
BCL2,0,0,0,0
AC022726.2,0,0,0,0
KDSR,3738,2678,2745,3845
AC036176.1,0,76,0,0
